"Organizace","P1.vysledky","P1.body","P2.bonifikace","P2.excelent","P3.body","Body2012","Celkem","Soubor","URL"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Centrum nanotechnologiĂ­","71,111","2Â 415,272","0,000","313,027","60,710","424,399","3Â 213,408","H14_orjk_27640.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27640.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Centrum podpory inovacĂ­","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_27750.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27750.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Centrum pokroÄŤilĂ˝ch inovaÄŤnĂ­ch technologiĂ­","10,940","136,636","0,000","194,654","238,054","1Â 573,835","2Â 143,179","H14_orjk_27690.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27690.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / EdiÄŤnĂ­ stĹ™edisko","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_27830.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27830.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / EkonomickĂˇ fakulta","694,446","7Â 931,549","0,000","715,445","2,699","4,667","8Â 654,360","H14_orjk_27510.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27510.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Fakulta bezpeÄŤnostnĂ­ho inĹľenĂ˝rstvĂ­","145,351","1Â 156,215","0,000","176,009","801,414","208,824","2Â 342,462","H14_orjk_27200.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27200.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Fakulta elektrotechniky a informatiky","1Â 297,167","16Â 531,724","0,000","2Â 177,060","888,469","6Â 891,012","26Â 488,265","H14_orjk_27240.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27240.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Fakulta metalurgie a materiĂˇlovĂ©ho inĹľenĂ˝rstvĂ­","665,370","9Â 357,444","0,000","1Â 365,072","1Â 509,467","1Â 378,118","13Â 610,101","H14_orjk_27360.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27360.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Fakulta stavebnĂ­","268,133","2Â 876,880","0,000","332,636","147,091","1Â 006,840","4Â 363,447","H14_orjk_27120.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27120.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Fakulta strojnĂ­","476,002","4Â 393,754","0,000","1Â 537,337","1Â 048,190","9Â 868,539","16Â 847,820","H14_orjk_27230.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27230.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Hornicko-geologickĂˇ fakulta","575,852","8Â 652,242","0,000","989,690","748,212","2Â 096,781","12Â 486,925","H14_orjk_27350.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27350.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Institut environmentĂˇlnĂ­ch technologiĂ­","21,142","393,027","0,000","40,595","106,780","0,000","540,402","H14_orjk_27710.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27710.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / IT4Innovations","114,087","2Â 584,392","0,000","189,980","324,251","51,695","3Â 150,318","H14_orjk_27740.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27740.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Katedra jazykĹŻ","3,023","30,592","0,000","3,092","0,000","0,000","33,684","H14_orjk_27610.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27610.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Katedra matematiky a deskriptivnĂ­ geometrie","21,398","426,532","0,000","59,891","0,000","57,126","543,549","H14_orjk_27600.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27600.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Katedra spoleÄŤenskĂ˝ch vÄ›d","8,518","120,423","0,000","0,000","0,000","0,000","120,423","H14_orjk_27620.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27620.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Katedra tÄ›lesnĂ© vĂ˝chovy a sportu","2,643","15,449","0,000","0,864","0,000","0,000","16,313","H14_orjk_27630.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27630.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / Katedra uÄŤitelstvĂ­ odbornĂ˝ch pĹ™edmÄ›tĹŻ","0,800","34,558","0,000","3,456","0,000","0,000","38,014","H14_orjk_27720.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27720.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / (nerozliĹˇenĂˇ souÄŤĂˇst)","1,500","28,060","0,000","3,829","0,000","0,000","31,889","H14_ico_61989100_.xlsx","http://www.isvav.cz/h14/export/H14_ico_61989100_.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / StĹ™edisko vzdÄ›lĂˇvĂˇnĂ­","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_27700.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27700.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / ĂšstĹ™ednĂ­ knihovna","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_27670.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27670.xlsx"
"VysokĂˇ Ĺˇkola bĂˇĹskĂˇ - TechnickĂˇ univerzita Ostrava / VĂ˝zkumnĂ© energetickĂ© centrum","56,720","751,610","0,000","415,714","517,561","2Â 380,694","4Â 065,579","H14_orjk_27650.xlsx","http://www.isvav.cz/h14/export/H14_orjk_27650.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / CentrĂˇlnĂ­ laboratoĹ™e","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_22640.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22640.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / Fakulta chemickĂ© technologie","659,567","28Â 796,638","0,000","3Â 238,944","2Â 652,425","1Â 742,633","36Â 430,640","H14_orjk_22310.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22310.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / Fakulta chemicko-inĹľenĂ˝rskĂˇ","580,346","25Â 556,104","0,000","3Â 026,560","650,458","2Â 142,995","31Â 376,117","H14_orjk_22340.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22340.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / Fakulta potravinĂˇĹ™skĂ© a biochemickĂ© technologie","516,418","19Â 404,382","0,000","2Â 461,687","1Â 825,027","672,990","24Â 364,086","H14_orjk_22330.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22330.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / Fakulta technologie ochrany prostĹ™edĂ­","178,512","3Â 994,134","0,000","1Â 072,336","1Â 043,554","2Â 258,529","8Â 368,553","H14_orjk_22320.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22320.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / Katedra jazykĹŻ","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_22610.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22610.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / Katedra spoleÄŤenskĂ˝ch vÄ›d","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_22630.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22630.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / Katedra tÄ›lesnĂ© vĂ˝chovy","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_22620.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22620.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / (nerozliĹˇenĂˇ souÄŤĂˇst)","0,100","1,466","0,000","0,147","0,000","0,000","1,613","H14_ico_60461373_.xlsx","http://www.isvav.cz/h14/export/H14_ico_60461373_.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / RektorĂˇt","31,906","1Â 232,051","0,000","89,540","3,333","8,254","1Â 333,178","H14_orjk_22810.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22810.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / ĂšstĹ™ednĂ­ knihovna","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_22660.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22660.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / VydavatelstvĂ­","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_22670.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22670.xlsx"
"VysokĂˇ Ĺˇkola chemicko-technologickĂˇ v Praze / VĂ˝poÄŤetnĂ­ centrum","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_22650.xlsx","http://www.isvav.cz/h14/export/H14_orjk_22650.xlsx"
"VysokĂˇ Ĺˇkola ekonomickĂˇ v Praze / Fakulta financĂ­ a ĂşÄŤetnictvĂ­","517,505","4Â 075,028","0,000","465,884","46,996","0,000","4Â 587,908","H14_orjk_31110.xlsx","http://www.isvav.cz/h14/export/H14_orjk_31110.xlsx"
"VysokĂˇ Ĺˇkola ekonomickĂˇ v Praze / Fakulta informatiky a statistiky","751,147","6Â 876,285","0,000","654,481","96,167","379,454","8Â 006,387","H14_orjk_31140.xlsx","http://www.isvav.cz/h14/export/H14_orjk_31140.xlsx"
"VysokĂˇ Ĺˇkola ekonomickĂˇ v Praze / Fakulta managementu v JindĹ™ichovÄ› Hradci","93,953","1Â 217,049","0,000","133,116","0,000","8,167","1Â 358,332","H14_orjk_31160.xlsx","http://www.isvav.cz/h14/export/H14_orjk_31160.xlsx"
"VysokĂˇ Ĺˇkola ekonomickĂˇ v Praze / Fakulta mezinĂˇrodnĂ­ch vztahĹŻ","375,046","4Â 275,794","0,000","479,483","13,571","40,679","4Â 809,527","H14_orjk_31120.xlsx","http://www.isvav.cz/h14/export/H14_orjk_31120.xlsx"
"VysokĂˇ Ĺˇkola ekonomickĂˇ v Praze / Fakulta nĂˇrodohospodĂˇĹ™skĂˇ","300,597","4Â 395,102","0,000","424,307","36,863","3,630","4Â 859,902","H14_orjk_31150.xlsx","http://www.isvav.cz/h14/export/H14_orjk_31150.xlsx"
"VysokĂˇ Ĺˇkola ekonomickĂˇ v Praze / Fakulta podnikohospodĂˇĹ™skĂˇ","357,192","3Â 627,099","0,000","419,834","359,248","35,391","4Â 441,572","H14_orjk_31130.xlsx","http://www.isvav.cz/h14/export/H14_orjk_31130.xlsx"
"VysokĂˇ Ĺˇkola ekonomickĂˇ v Praze / (nerozliĹˇenĂˇ souÄŤĂˇst)","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_ico_61384399_.xlsx","http://www.isvav.cz/h14/export/H14_ico_61384399_.xlsx"
"VysokĂˇ Ĺˇkola ekonomickĂˇ v Praze / RektorĂˇt","0,143","4,308","0,000","0,431","14,969","0,000","19,708","H14_orjk_31810.xlsx","http://www.isvav.cz/h14/export/H14_orjk_31810.xlsx"
"VysokĂˇ Ĺˇkola ekonomie a managementu, o.p.s.","9,541","62,149","0,000","0,000","0,000","0,000","62,149","H14_ico_27266150.xlsx","http://www.isvav.cz/h14/export/H14_ico_27266150.xlsx"
"VysokĂˇ Ĺˇkola evropskĂ˝ch a regionĂˇlnĂ­ch studiĂ­, o.p.s.","13,190","415,770","0,000","11,813","0,000","0,000","427,583","H14_ico_26033909.xlsx","http://www.isvav.cz/h14/export/H14_ico_26033909.xlsx"
"VysokĂˇ Ĺˇkola finanÄŤnĂ­ a sprĂˇvnĂ­, z.Ăş.","108,598","1Â 354,705","0,000","99,311","46,063","0,000","1Â 500,079","H14_ico_26138077.xlsx","http://www.isvav.cz/h14/export/H14_ico_26138077.xlsx"
"VysokĂˇ Ĺˇkola hotelovĂˇ v Praze 8, spol. s r.o.","15,838","179,995","0,000","9,972","0,000","0,000","189,967","H14_ico_25619161.xlsx","http://www.isvav.cz/h14/export/H14_ico_25619161.xlsx"
"VysokĂˇ Ĺˇkola polytechnickĂˇ Jihlava","32,804","335,783","0,000","23,225","0,000","0,000","359,008","H14_ico_71226401.xlsx","http://www.isvav.cz/h14/export/H14_ico_71226401.xlsx"
"VysokĂˇ Ĺˇkola technickĂˇ a ekonomickĂˇ v ÄŚeskĂ˝ch BudÄ›jovicĂ­ch","114,552","908,497","0,000","113,387","50,000","174,797","1Â 246,681","H14_ico_75081431.xlsx","http://www.isvav.cz/h14/export/H14_ico_75081431.xlsx"
"VysokĂˇ Ĺˇkola tÄ›lesnĂ© vĂ˝chovy a sportu PALESTRA, spol. s r.o.","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_ico_27132781.xlsx","http://www.isvav.cz/h14/export/H14_ico_27132781.xlsx"
"VysokĂˇ Ĺˇkola umÄ›lecko-prĹŻmyslovĂˇ v Praze / (nerozliĹˇenĂˇ souÄŤĂˇst)","39,177","1Â 261,208","0,000","106,818","0,000","30,562","1Â 398,588","H14_ico_60461071_.xlsx","http://www.isvav.cz/h14/export/H14_ico_60461071_.xlsx"
"VysokĂˇ Ĺˇkola umÄ›lecko-prĹŻmyslovĂˇ v Praze / RektorĂˇt (Ĺ kolnĂ­ knihovna)","9,045","365,750","0,000","29,929","193,920","0,000","589,599","H14_orjk_53810.xlsx","http://www.isvav.cz/h14/export/H14_orjk_53810.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Centrum sportovnĂ­ch aktivit","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_26630.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26630.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Centrum vĂ˝poÄŤetnĂ­ch a informaÄŤnĂ­ch sluĹľeb","0,000","0,000","0,000","2,705","0,000","27,051","29,756","H14_orjk_26640.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26640.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Fakulta architektury","11,927","258,607","0,000","18,544","12,460","0,000","289,611","H14_orjk_26410.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26410.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Fakulta chemickĂˇ","236,587","10Â 046,842","0,000","1Â 279,071","566,399","885,812","12Â 778,124","H14_orjk_26310.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26310.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Fakulta elektrotechniky a komunikaÄŤnĂ­ch technologiĂ­","1Â 877,357","26Â 161,661","0,000","4Â 978,596","3Â 553,561","15Â 191,208","49Â 885,026","H14_orjk_26220.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26220.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Fakulta informaÄŤnĂ­ch technologiĂ­","496,728","7Â 367,184","0,000","1Â 428,593","2Â 526,551","3Â 698,157","15Â 020,485","H14_orjk_26230.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26230.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Fakulta podnikatelskĂˇ","318,062","3Â 501,452","0,000","346,335","0,000","0,000","3Â 847,787","H14_orjk_26510.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26510.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Fakulta stavebnĂ­","784,929","12Â 380,029","0,000","2Â 912,639","4Â 141,086","12Â 205,022","31Â 638,776","H14_orjk_26110.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26110.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Fakulta strojnĂ­ho inĹľenĂ˝rstvĂ­","1Â 058,550","22Â 368,038","0,000","5Â 302,252","4Â 432,386","17Â 290,033","49Â 392,709","H14_orjk_26210.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26210.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Fakulta vĂ˝tvarnĂ˝ch umÄ›nĂ­","5,608","201,144","0,000","8,343","0,000","0,000","209,487","H14_orjk_26420.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26420.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Institut celoĹľivotnĂ­ho vzdÄ›lĂˇvĂˇnĂ­","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_26650.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26650.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / (nerozliĹˇenĂˇ souÄŤĂˇst)","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_ico_00216305_.xlsx","http://www.isvav.cz/h14/export/H14_ico_00216305_.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / RektorĂˇt vÄŤetnÄ› hospodĂˇĹ™skĂ© a vnitĹ™nĂ­ sprĂˇvy","0,309","8,771","0,000","0,878","0,000","0,000","9,649","H14_orjk_26810.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26810.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / StĹ™edoevropskĂ˝ technologickĂ˝ institut","103,946","6Â 291,851","0,000","283,574","887,839","0,000","7Â 463,264","H14_orjk_26620.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26620.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / Ăšstav soudnĂ­ho inĹľenĂ˝rstvĂ­","43,920","242,974","0,000","29,098","8,556","0,000","280,628","H14_orjk_26610.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26610.xlsx"
"VysokĂ© uÄŤenĂ­ technickĂ© v BrnÄ› / ĂšstĹ™ednĂ­ knihovna","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_26700.xlsx","http://www.isvav.cz/h14/export/H14_orjk_26700.xlsx"
"VĂ˝zkumnĂ© centrum SELTON, s.r.o.","15,455","220,147","0,000","110,621","240,912","636,400","1Â 208,080","H14_ico_27184145.xlsx","http://www.isvav.cz/h14/export/H14_ico_27184145.xlsx"
"VĂ˝zkumnĂ˝ a ĹˇlechtitelskĂ˝ Ăşstav ovocnĂˇĹ™skĂ˝ Holovousy s.r.o.","95,481","1Â 208,754","0,000","323,907","752,955","914,537","3Â 200,153","H14_ico_25271121.xlsx","http://www.isvav.cz/h14/export/H14_ico_25271121.xlsx"
"VĂ˝zkumnĂ˝ a zkuĹˇebnĂ­ leteckĂ˝ Ăşstav, a.s.","109,114","1Â 078,393","0,000","1Â 106,608","5Â 453,386","5Â 370,017","13Â 008,404","H14_ico_00010669.xlsx","http://www.isvav.cz/h14/export/H14_ico_00010669.xlsx"
"VĂ˝zkumnĂ˝ a zkuĹˇebnĂ­ Ăşstav PlzeĹ s.r.o.","52,035","834,200","0,000","347,198","1Â 677,737","946,282","3Â 805,417","H14_ico_47718684.xlsx","http://www.isvav.cz/h14/export/H14_ico_47718684.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav anorganickĂ© chemie, a.s.","31,168","1Â 604,930","0,000","616,373","1Â 961,357","1Â 427,697","5Â 610,357","H14_ico_62243136.xlsx","http://www.isvav.cz/h14/export/H14_ico_62243136.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav bezpeÄŤnosti prĂˇce, v.v.i.","41,574","467,427","0,000","95,342","120,158","93,814","776,741","H14_ico_00025950.xlsx","http://www.isvav.cz/h14/export/H14_ico_00025950.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav bramborĂˇĹ™skĂ˝ HavlĂ­ÄŤkĹŻv Brod, s.r.o.","44,189","444,700","0,000","256,599","617,592","1Â 100,988","2Â 419,879","H14_ico_60109807.xlsx","http://www.isvav.cz/h14/export/H14_ico_60109807.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav geodetickĂ˝, topografickĂ˝ a kartografickĂ˝, v. v. i.","31,972","804,126","0,000","703,912","501,712","2Â 432,015","4Â 441,765","H14_ico_00025615.xlsx","http://www.isvav.cz/h14/export/H14_ico_00025615.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav lesnĂ­ho hospodĂˇĹ™stvĂ­ a myslivosti, v.v.i.","205,025","3Â 443,429","0,000","470,777","1Â 033,479","640,218","5Â 587,903","H14_ico_00020702.xlsx","http://www.isvav.cz/h14/export/H14_ico_00020702.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav melioracĂ­ a ochrany pĹŻdy, v.v.i.","72,168","911,650","0,000","266,510","920,020","910,073","3Â 008,253","H14_ico_00027049.xlsx","http://www.isvav.cz/h14/export/H14_ico_00027049.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav mlĂ©kĂˇrenskĂ˝ s.r.o.","33,564","293,418","0,000","228,578","837,060","1Â 299,884","2Â 658,940","H14_ico_26722861.xlsx","http://www.isvav.cz/h14/export/H14_ico_26722861.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav pivovarskĂ˝ a sladaĹ™skĂ˝, a.s.","93,361","1Â 505,940","0,000","396,720","487,219","596,496","2Â 986,375","H14_ico_60193697.xlsx","http://www.isvav.cz/h14/export/H14_ico_60193697.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav potravinĂˇĹ™skĂ˝ Praha, v.v.i.","59,122","998,309","0,000","346,762","755,146","1Â 425,464","3Â 525,681","H14_ico_00027022.xlsx","http://www.isvav.cz/h14/export/H14_ico_00027022.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav prĂˇce a sociĂˇlnĂ­ch vÄ›cĂ­, v.v.i.","136,034","2Â 442,417","0,000","342,601","408,798","0,000","3Â 193,816","H14_ico_45773009.xlsx","http://www.isvav.cz/h14/export/H14_ico_45773009.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav rostlinnĂ© vĂ˝roby, v.v.i.","530,622","13Â 774,670","0,000","2Â 260,407","2Â 853,453","4Â 065,361","22Â 953,891","H14_ico_00027006.xlsx","http://www.isvav.cz/h14/export/H14_ico_00027006.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav Silva Taroucy pro krajinu a okrasnĂ© zahradnictvĂ­, v.v.i.","218,030","4Â 832,351","0,000","1Â 807,267","1Â 921,935","10Â 597,098","19Â 158,651","H14_ico_00027073.xlsx","http://www.isvav.cz/h14/export/H14_ico_00027073.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav stavebnĂ­ch hmot,a.s.","11,402","215,437","0,000","621,749","640,194","3Â 890,946","5Â 368,326","H14_ico_26232511.xlsx","http://www.isvav.cz/h14/export/H14_ico_26232511.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav veterinĂˇrnĂ­ho lĂ©kaĹ™stvĂ­, v.v.i.","308,947","14Â 725,826","0,000","2Â 094,560","1Â 649,216","1Â 366,551","19Â 836,153","H14_ico_00027162.xlsx","http://www.isvav.cz/h14/export/H14_ico_00027162.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav vodohospodĂˇĹ™skĂ˝ T. G. Masaryka veĹ™ejnĂˇ vĂ˝zkumnĂˇ instituce","246,358","3Â 019,804","0,000","759,974","2Â 710,905","2Â 496,769","8Â 987,452","H14_ico_00020711.xlsx","http://www.isvav.cz/h14/export/H14_ico_00020711.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav zemÄ›dÄ›lskĂ© techniky, v.v.i.","109,631","794,816","0,000","370,705","1Â 021,512","1Â 515,613","3Â 702,646","H14_ico_00027031.xlsx","http://www.isvav.cz/h14/export/H14_ico_00027031.xlsx"
"VĂ˝zkumnĂ˝ Ăşstav ĹľivoÄŤiĹˇnĂ© vĂ˝roby, v.v.i.","303,864","11Â 867,138","0,000","1Â 951,408","931,184","2Â 832,279","17Â 582,009","H14_ico_00027014.xlsx","http://www.isvav.cz/h14/export/H14_ico_00027014.xlsx"
"ZĂˇpadoÄŤeskĂˇ galerie v Plzni, pĹ™Ă­spÄ›vkovĂˇ organizace","0,739","17,916","0,000","0,000","0,000","0,000","17,916","H14_ico_00263338.xlsx","http://www.isvav.cz/h14/export/H14_ico_00263338.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Centrum informatizace a vĂ˝poÄŤetnĂ­ techniky","0,000","0,000","0,000","4,436","0,000","32,878","37,314","H14_orjk_23610.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23610.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Fakulta aplikovanĂ˝ch vÄ›d","805,673","18Â 986,788","0,000","3Â 217,102","2Â 489,893","4Â 769,679","29Â 463,462","H14_orjk_23520.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23520.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Fakulta designu a umÄ›nĂ­ Ladislava Sutnara","11,000","155,117","0,000","37,856","0,000","156,965","349,938","H14_orjk_23410.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23410.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Fakulta ekonomickĂˇ","145,111","1Â 641,152","0,000","141,700","29,709","23,453","1Â 836,014","H14_orjk_23510.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23510.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Fakulta elektrotechnickĂˇ","481,137","5Â 746,619","0,000","1Â 519,637","1Â 369,913","9Â 380,110","18Â 016,279","H14_orjk_23220.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23220.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Fakulta filozofickĂˇ","604,396","9Â 891,896","0,000","960,860","190,115","290,476","11Â 333,347","H14_orjk_23330.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23330.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Fakulta pedagogickĂˇ","188,223","2Â 581,590","0,000","259,632","160,276","23,453","3Â 024,951","H14_orjk_23420.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23420.xlsx"
